poll_id,date,pollster,state,method,voter_type,sample_size,margin_of_error,harris_pct,trump_pct,undecided
985,2024-10-15,RMG Research,PA,Mixed,LV,952,3.2,44.2,52.8,3
986,2024-10-16,Emerson,PA,Mixed,RV,1074,3,39.8,53,7.2
987,2024-10-16,Emerson,GA,Mixed,LV,1041,3,44.7,49.7,5.6
988,2024-10-16,RMG Research,WI,Mixed,RV,1007,3.1,49,47.2,3.8
989,2024-10-16,Siena College,MI,Phone,LV,881,3.3,53.8,43.6,2.6
990,2024-10-16,Siena College,WI,Phone,LV,901,3.3,50.4,45.9,3.8
991,2024-10-16,Morning Consult,PA,Online,LV,1083,3,46.4,49.4,4.3
992,2024-10-16,Emerson,NAT,Mixed,RV,1005,3.1,44.4,47.5,8.1
993,2024-10-16,YouGov,NAT,Online,LV,697,3.7,45.7,47.3,7
994,2024-10-16,Emerson,PA,Mixed,LV,913,3.2,49.2,46.4,4.3
995,2024-10-17,Emerson,PA,Mixed,RV,1062,3,48.9,46.4,4.7
996,2024-10-17,RMG Research,MI,Mixed,RV,980,3.1,48.2,43,8.7
997,2024-10-17,YouGov,NAT,Online,LV,1099,3,47.9,45,7.1
998,2024-10-17,Siena College,MI,Phone,LV,957,3.2,51,43,6
999,2024-10-17,RMG Research,WI,Mixed,RV,1037,3,46.7,47.2,6.1
1000,2024-10-17,Morning Consult,MI,Online,RV,1035,3,47.5,43.9,8.5
