pollster,state,sample_size,methodology,population,candidate_name,party,pct,pollster_rating_name,election_date,poll_start_date,poll_end_date,supports_candidate
YouGov,Texas,1128,Text,rv,Donald Trump,REP,48.77837198885641,A,2024-11-05,2024-09-18,2024-10-10,no
YouGov,Texas,1279,Text,rv,Jill Stein,GRE,46.256009961845,C,2024-11-05,2024-09-04,2024-10-10,no
InsiderAdvantage,Arizona,567,Online Panel,lv,Jill Stein,GRE,47.399289699266326,A,2024-11-05,2024-10-05,2024-10-09,no
ActiVote,Texas,1446,Text,rv,Kamala Harris,DEM,47.02091491327384,A,2024-11-05,2024-09-06,2024-10-08,no
ActiVote,Arizona,666,Text,rv,Donald Trump,REP,50.58436694196985,A+,2024-11-05,2024-09-12,2024-10-08,yes
InsiderAdvantage,Texas,1296,Text,rv,Jill Stein,GRE,47.77164873132055,B,2024-11-05,2024-09-02,2024-10-09,no
ActiVote,Arizona,1153,App Panel,rv,Kamala Harris,DEM,54.408062016755395,A+,2024-11-05,2024-09-11,2024-10-08,yes
YouGov,Arizona,1107,Text,lv,Jill Stein,GRE,56.30180643345105,C,2024-11-05,2024-09-18,2024-10-10,yes
InsiderAdvantage,Texas,817,App Panel,rv,Donald Trump,REP,57.92908556797217,A+,2024-11-05,2024-09-08,2024-10-08,yes
ActiVote,Ohio,1190,App Panel,lv,Jill Stein,GRE,51.44369375851881,A+,2024-11-05,2024-09-05,2024-10-10,yes
InsiderAdvantage,Texas,492,Text,lv,Jill Stein,GRE,44.94633773565987,C,2024-11-05,2024-09-13,2024-10-09,no
InsiderAdvantage,Ohio,1046,Online Panel,lv,Kamala Harris,DEM,52.12631195585858,A,2024-11-05,2024-10-04,2024-10-10,yes
ActiVote,Pennsylvania,815,Text,rv,Donald Trump,REP,50.41864138268574,A,2024-11-05,2024-10-04,2024-10-09,yes
InsiderAdvantage,Pennsylvania,1011,Online Panel,rv,Jill Stein,GRE,56.030120781867595,A+,2024-11-05,2024-09-26,2024-10-09,yes
InsiderAdvantage,Arizona,967,Online Panel,lv,Donald Trump,REP,45.73427024521579,C,2024-11-05,2024-09-17,2024-10-10,no
InsiderAdvantage,Arizona,915,Text,rv,Kamala Harris,DEM,54.295436539533995,A,2024-11-05,2024-09-16,2024-10-10,yes
InsiderAdvantage,Pennsylvania,1459,App Panel,rv,Donald Trump,REP,46.43697523960128,A+,2024-11-05,2024-10-06,2024-10-08,no
ActiVote,Texas,741,Text,lv,Kamala Harris,DEM,49.715943311038835,B,2024-11-05,2024-09-02,2024-10-09,no
ActiVote,Florida,458,Online Panel,lv,Kamala Harris,DEM,53.717861762348,A,2024-11-05,2024-09-06,2024-10-10,yes
InsiderAdvantage,Pennsylvania,1277,App Panel,lv,Kamala Harris,DEM,60.213066673725386,A+,2024-11-05,2024-10-02,2024-10-09,yes
YouGov,Pennsylvania,1189,App Panel,rv,Jill Stein,GRE,59.67505007141218,B,2024-11-05,2024-09-21,2024-10-10,yes
YouGov,Arizona,480,Online Panel,lv,Jill Stein,GRE,51.56699897186387,A+,2024-11-05,2024-10-07,2024-10-09,yes
InsiderAdvantage,Pennsylvania,610,Online Panel,rv,Donald Trump,REP,51.20152694421371,B,2024-11-05,2024-09-13,2024-10-10,yes
InsiderAdvantage,Florida,982,Online Panel,lv,Jill Stein,GRE,43.48264762533823,A+,2024-11-05,2024-09-13,2024-10-09,no
InsiderAdvantage,Ohio,1160,Online Panel,lv,Jill Stein,GRE,52.16190882949674,C,2024-11-05,2024-09-19,2024-10-10,yes
InsiderAdvantage,Pennsylvania,1470,Online Panel,rv,Kamala Harris,DEM,59.328082273099476,C,2024-11-05,2024-09-08,2024-10-09,yes
YouGov,Texas,1218,App Panel,rv,Kamala Harris,DEM,37.923868711646065,B,2024-11-05,2024-09-08,2024-10-08,no
ActiVote,Texas,1381,App Panel,rv,Kamala Harris,DEM,56.30680274943807,A,2024-11-05,2024-09-26,2024-10-09,yes
InsiderAdvantage,Pennsylvania,870,App Panel,lv,Donald Trump,REP,48.25928203918056,A,2024-11-05,2024-10-03,2024-10-08,no
YouGov,Pennsylvania,781,Text,lv,Jill Stein,GRE,47.14161172459981,A+,2024-11-05,2024-10-03,2024-10-08,no
YouGov,Ohio,1335,Text,rv,Kamala Harris,DEM,59.84705572327038,B,2024-11-05,2024-09-27,2024-10-10,yes
InsiderAdvantage,Ohio,682,App Panel,lv,Jill Stein,GRE,39.36809076613289,B,2024-11-05,2024-09-02,2024-10-10,no
InsiderAdvantage,Texas,661,Online Panel,lv,Jill Stein,GRE,52.59902103315376,B,2024-11-05,2024-09-21,2024-10-09,yes
InsiderAdvantage,Pennsylvania,1160,Online Panel,lv,Kamala Harris,DEM,40.733383057087735,A,2024-11-05,2024-10-02,2024-10-09,no
YouGov,Florida,454,Text,rv,Kamala Harris,DEM,53.64790217280399,C,2024-11-05,2024-10-02,2024-10-09,yes
YouGov,Arizona,621,Text,rv,Donald Trump,REP,43.79385627995605,A,2024-11-05,2024-09-29,2024-10-10,no
InsiderAdvantage,Florida,1423,Online Panel,lv,Donald Trump,REP,55.36419130895585,A+,2024-11-05,2024-10-06,2024-10-10,yes
ActiVote,Pennsylvania,1089,Online Panel,lv,Jill Stein,GRE,44.408212115411935,A+,2024-11-05,2024-10-02,2024-10-08,no
ActiVote,Pennsylvania,742,Text,rv,Donald Trump,REP,46.3140719985452,B,2024-11-05,2024-09-29,2024-10-08,no
YouGov,Arizona,1018,Online Panel,rv,Donald Trump,REP,43.323957758822225,A,2024-11-05,2024-09-29,2024-10-09,no
YouGov,Ohio,888,Online Panel,lv,Donald Trump,REP,48.87406523678424,A+,2024-11-05,2024-10-07,2024-10-10,no
InsiderAdvantage,Texas,405,Text,lv,Kamala Harris,DEM,39.902311305762424,A+,2024-11-05,2024-09-22,2024-10-10,no
ActiVote,Arizona,1388,Online Panel,rv,Donald Trump,REP,47.48786315133668,B,2024-11-05,2024-09-19,2024-10-08,no
ActiVote,Ohio,1144,Online Panel,lv,Donald Trump,REP,47.92218445604688,A,2024-11-05,2024-10-04,2024-10-08,no
InsiderAdvantage,Florida,1123,Text,rv,Kamala Harris,DEM,49.52380445398574,C,2024-11-05,2024-09-23,2024-10-10,no
YouGov,Pennsylvania,1024,Text,lv,Kamala Harris,DEM,55.656364837277394,B,2024-11-05,2024-09-26,2024-10-08,yes
InsiderAdvantage,Pennsylvania,866,Text,lv,Jill Stein,GRE,55.81113457360151,A,2024-11-05,2024-09-06,2024-10-09,yes
YouGov,Texas,568,App Panel,lv,Kamala Harris,DEM,51.70301760357994,C,2024-11-05,2024-09-23,2024-10-10,yes
InsiderAdvantage,Florida,978,Text,lv,Jill Stein,GRE,53.01210348905932,A,2024-11-05,2024-09-17,2024-10-10,yes
YouGov,Florida,1475,Online Panel,rv,Donald Trump,REP,44.653834142017814,A+,2024-11-05,2024-09-02,2024-10-09,no
InsiderAdvantage,Pennsylvania,1392,Online Panel,lv,Jill Stein,GRE,42.53810904528584,A+,2024-11-05,2024-10-02,2024-10-09,no
InsiderAdvantage,Texas,469,Text,rv,Donald Trump,REP,41.69402690833734,A,2024-11-05,2024-10-05,2024-10-09,no
YouGov,Pennsylvania,1122,App Panel,lv,Jill Stein,GRE,49.6563504841464,A+,2024-11-05,2024-10-02,2024-10-09,no
InsiderAdvantage,Texas,1212,Text,rv,Kamala Harris,DEM,46.950379755915854,C,2024-11-05,2024-09-25,2024-10-08,no
YouGov,Florida,483,App Panel,lv,Donald Trump,REP,46.07079367061254,A+,2024-11-05,2024-09-08,2024-10-08,no
InsiderAdvantage,Pennsylvania,851,Online Panel,lv,Kamala Harris,DEM,47.126353124189336,A+,2024-11-05,2024-10-06,2024-10-09,no
YouGov,Pennsylvania,734,Text,rv,Jill Stein,GRE,54.15262067659025,A,2024-11-05,2024-09-04,2024-10-10,yes
InsiderAdvantage,Texas,464,Online Panel,rv,Kamala Harris,DEM,45.13906887544165,A+,2024-11-05,2024-10-01,2024-10-10,no
ActiVote,Arizona,617,Text,rv,Jill Stein,GRE,44.745779692798365,A+,2024-11-05,2024-09-24,2024-10-09,no
YouGov,Pennsylvania,1466,Text,rv,Jill Stein,GRE,55.29662741037077,A,2024-11-05,2024-10-05,2024-10-10,yes
ActiVote,Texas,958,Text,rv,Jill Stein,GRE,47.44197784350104,B,2024-11-05,2024-09-12,2024-10-08,no
YouGov,Florida,734,App Panel,lv,Jill Stein,GRE,46.70987819244863,B,2024-11-05,2024-09-13,2024-10-10,no
ActiVote,Ohio,1473,Text,rv,Donald Trump,REP,51.80443284975453,A+,2024-11-05,2024-09-15,2024-10-08,yes
YouGov,Florida,1056,Text,rv,Donald Trump,REP,53.620038027037374,A,2024-11-05,2024-09-14,2024-10-09,yes
YouGov,Ohio,1278,Text,lv,Donald Trump,REP,43.33934915834871,B,2024-11-05,2024-09-02,2024-10-09,no
InsiderAdvantage,Arizona,416,Online Panel,rv,Kamala Harris,DEM,41.480222512773594,A+,2024-11-05,2024-09-15,2024-10-08,no
YouGov,Ohio,1141,Online Panel,lv,Jill Stein,GRE,61.34249132808427,A+,2024-11-05,2024-09-21,2024-10-09,yes
InsiderAdvantage,Pennsylvania,788,Online Panel,rv,Jill Stein,GRE,54.35423163205583,C,2024-11-05,2024-09-09,2024-10-09,yes
ActiVote,Arizona,1450,App Panel,rv,Jill Stein,GRE,52.48988972921897,A,2024-11-05,2024-09-27,2024-10-08,yes
InsiderAdvantage,Pennsylvania,1174,Online Panel,lv,Donald Trump,REP,43.278316152675224,B,2024-11-05,2024-09-03,2024-10-08,no
InsiderAdvantage,Florida,508,App Panel,rv,Kamala Harris,DEM,54.133837969900874,B,2024-11-05,2024-09-15,2024-10-08,yes
YouGov,Florida,607,Text,lv,Kamala Harris,DEM,53.07212818755989,C,2024-11-05,2024-09-09,2024-10-08,yes
YouGov,Florida,841,Text,rv,Jill Stein,GRE,51.79823177888064,A+,2024-11-05,2024-09-23,2024-10-09,yes
YouGov,Arizona,675,Text,lv,Jill Stein,GRE,45.40207300833016,A+,2024-11-05,2024-09-24,2024-10-08,no
ActiVote,Pennsylvania,1102,Text,lv,Jill Stein,GRE,49.65036731181367,A,2024-11-05,2024-09-05,2024-10-08,no
ActiVote,Florida,542,Text,rv,Jill Stein,GRE,45.00126290140501,C,2024-11-05,2024-09-13,2024-10-10,no
InsiderAdvantage,Florida,527,App Panel,lv,Jill Stein,GRE,45.1884369545443,B,2024-11-05,2024-09-23,2024-10-10,no
ActiVote,Pennsylvania,1428,App Panel,lv,Jill Stein,GRE,47.58793843206383,A,2024-11-05,2024-09-15,2024-10-09,no
YouGov,Florida,506,Online Panel,lv,Donald Trump,REP,43.452930732504385,B,2024-11-05,2024-09-27,2024-10-08,no
ActiVote,Texas,465,App Panel,rv,Jill Stein,GRE,45.10541174704496,C,2024-11-05,2024-09-26,2024-10-10,no
YouGov,Ohio,1457,Online Panel,rv,Donald Trump,REP,56.21830552478459,B,2024-11-05,2024-09-29,2024-10-08,yes
ActiVote,Ohio,946,Text,lv,Donald Trump,REP,44.04254404292121,A,2024-11-05,2024-09-02,2024-10-10,no
ActiVote,Pennsylvania,925,App Panel,lv,Donald Trump,REP,54.560589242587064,A+,2024-11-05,2024-09-18,2024-10-08,yes
ActiVote,Texas,457,App Panel,lv,Jill Stein,GRE,55.73567681983385,C,2024-11-05,2024-09-18,2024-10-08,yes
ActiVote,Arizona,833,Online Panel,lv,Donald Trump,REP,47.70221433550446,A+,2024-11-05,2024-09-12,2024-10-09,no
InsiderAdvantage,Arizona,541,Text,lv,Donald Trump,REP,47.390219055632876,A+,2024-11-05,2024-10-05,2024-10-10,no
ActiVote,Ohio,992,App Panel,rv,Donald Trump,REP,53.14100112853668,A+,2024-11-05,2024-09-16,2024-10-09,yes
YouGov,Florida,856,Text,lv,Jill Stein,GRE,44.41860655106428,A,2024-11-05,2024-09-17,2024-10-08,no
YouGov,Pennsylvania,1000,App Panel,lv,Jill Stein,GRE,48.04836692013003,A,2024-11-05,2024-10-02,2024-10-08,no
InsiderAdvantage,Pennsylvania,638,Text,lv,Kamala Harris,DEM,56.816948570670064,B,2024-11-05,2024-09-03,2024-10-08,yes
YouGov,Pennsylvania,1444,Online Panel,rv,Donald Trump,REP,43.938796017872036,A+,2024-11-05,2024-09-10,2024-10-10,no
ActiVote,Ohio,502,Online Panel,lv,Kamala Harris,DEM,45.9239133571742,A,2024-11-05,2024-09-18,2024-10-08,no
YouGov,Pennsylvania,1106,App Panel,rv,Donald Trump,REP,50.45775426271155,B,2024-11-05,2024-10-06,2024-10-10,yes
ActiVote,Florida,436,Text,rv,Donald Trump,REP,54.55214306410832,A,2024-11-05,2024-09-13,2024-10-10,yes
YouGov,Arizona,507,Online Panel,lv,Jill Stein,GRE,51.01861375522435,A+,2024-11-05,2024-09-02,2024-10-10,yes
ActiVote,Arizona,479,App Panel,lv,Donald Trump,REP,48.29797386038621,A,2024-11-05,2024-09-30,2024-10-10,no
YouGov,Florida,1079,Online Panel,rv,Jill Stein,GRE,44.58366424363308,C,2024-11-05,2024-09-03,2024-10-08,no
YouGov,Pennsylvania,760,App Panel,lv,Jill Stein,GRE,50.68203604127136,C,2024-11-05,2024-09-11,2024-10-10,yes
YouGov,Texas,779,Text,lv,Kamala Harris,DEM,48.27955009264477,C,2024-11-05,2024-09-19,2024-10-09,no
YouGov,Arizona,665,App Panel,rv,Donald Trump,REP,51.80203999857927,C,2024-11-05,2024-09-18,2024-10-08,yes
ActiVote,Florida,478,App Panel,lv,Kamala Harris,DEM,46.22863808142678,C,2024-11-05,2024-10-02,2024-10-10,no
ActiVote,Florida,994,Text,lv,Donald Trump,REP,41.989800974601636,C,2024-11-05,2024-09-14,2024-10-08,no
InsiderAdvantage,Arizona,1337,App Panel,rv,Donald Trump,REP,50.235658329539355,B,2024-11-05,2024-09-10,2024-10-09,yes
YouGov,Arizona,1446,App Panel,lv,Kamala Harris,DEM,39.758783539877776,A+,2024-11-05,2024-10-06,2024-10-09,no
InsiderAdvantage,Pennsylvania,1354,App Panel,lv,Jill Stein,GRE,50.741521430055776,A+,2024-11-05,2024-09-17,2024-10-08,yes
ActiVote,Ohio,1308,App Panel,rv,Kamala Harris,DEM,47.15923421762393,A,2024-11-05,2024-09-12,2024-10-08,no
ActiVote,Texas,1101,App Panel,lv,Donald Trump,REP,48.434197499323425,A,2024-11-05,2024-09-19,2024-10-09,no
YouGov,Florida,1294,Text,lv,Jill Stein,GRE,47.6324883059862,A+,2024-11-05,2024-10-03,2024-10-10,no
InsiderAdvantage,Ohio,643,Online Panel,rv,Kamala Harris,DEM,56.738728637431706,A,2024-11-05,2024-09-26,2024-10-08,yes
YouGov,Ohio,746,Text,lv,Kamala Harris,DEM,56.67499848706201,C,2024-11-05,2024-10-02,2024-10-08,yes
ActiVote,Arizona,557,Text,rv,Donald Trump,REP,40.34677691798515,A,2024-11-05,2024-09-19,2024-10-10,no
YouGov,Ohio,1138,Text,rv,Jill Stein,GRE,54.479934579746896,A,2024-11-05,2024-09-14,2024-10-10,yes
InsiderAdvantage,Pennsylvania,950,Text,rv,Kamala Harris,DEM,53.44218568145214,A,2024-11-05,2024-09-01,2024-10-10,yes
InsiderAdvantage,Arizona,1468,App Panel,rv,Kamala Harris,DEM,49.9422024722578,B,2024-11-05,2024-09-27,2024-10-08,no
InsiderAdvantage,Ohio,1172,Text,rv,Donald Trump,REP,46.48172479277257,C,2024-11-05,2024-09-24,2024-10-08,no
YouGov,Arizona,614,App Panel,rv,Jill Stein,GRE,54.888058508676735,B,2024-11-05,2024-09-24,2024-10-10,yes
InsiderAdvantage,Ohio,811,Text,rv,Jill Stein,GRE,53.23194987135347,A,2024-11-05,2024-09-11,2024-10-08,yes
ActiVote,Pennsylvania,823,Online Panel,rv,Kamala Harris,DEM,41.57661778359801,A,2024-11-05,2024-10-03,2024-10-08,no
InsiderAdvantage,Florida,1436,App Panel,rv,Kamala Harris,DEM,50.720218148909055,C,2024-11-05,2024-09-23,2024-10-09,yes
ActiVote,Florida,1186,Online Panel,rv,Jill Stein,GRE,46.72592819731062,B,2024-11-05,2024-09-26,2024-10-09,no
YouGov,Pennsylvania,1115,Online Panel,rv,Jill Stein,GRE,57.93631732438617,A,2024-11-05,2024-09-08,2024-10-08,yes
ActiVote,Florida,1047,Online Panel,rv,Donald Trump,REP,49.399457514287185,B,2024-11-05,2024-09-14,2024-10-10,no
YouGov,Texas,914,Text,rv,Jill Stein,GRE,45.88945791588269,B,2024-11-05,2024-09-29,2024-10-08,no
YouGov,Ohio,772,Text,lv,Jill Stein,GRE,44.96478157052519,A,2024-11-05,2024-09-02,2024-10-08,no
ActiVote,Pennsylvania,1201,Text,lv,Jill Stein,GRE,54.4307326964104,A+,2024-11-05,2024-10-05,2024-10-08,yes
YouGov,Ohio,934,App Panel,rv,Jill Stein,GRE,47.959016296582234,A+,2024-11-05,2024-09-19,2024-10-09,no
InsiderAdvantage,Florida,859,Text,rv,Jill Stein,GRE,46.37954041415282,C,2024-11-05,2024-09-02,2024-10-08,no
YouGov,Arizona,1407,App Panel,rv,Kamala Harris,DEM,50.02310607759431,B,2024-11-05,2024-09-29,2024-10-09,yes
YouGov,Pennsylvania,684,Text,rv,Donald Trump,REP,46.976321126824836,C,2024-11-05,2024-09-18,2024-10-08,no
InsiderAdvantage,Texas,776,Text,rv,Kamala Harris,DEM,53.83370833977253,A+,2024-11-05,2024-09-24,2024-10-08,yes
YouGov,Ohio,1117,Online Panel,lv,Donald Trump,REP,52.62061861052664,B,2024-11-05,2024-10-05,2024-10-10,yes
InsiderAdvantage,Florida,835,App Panel,lv,Jill Stein,GRE,49.043508750087476,A+,2024-11-05,2024-09-29,2024-10-10,no
ActiVote,Pennsylvania,622,App Panel,rv,Donald Trump,REP,43.34223267246515,B,2024-11-05,2024-10-01,2024-10-08,no
InsiderAdvantage,Ohio,812,Online Panel,lv,Jill Stein,GRE,47.25872974135821,A+,2024-11-05,2024-10-04,2024-10-08,no
InsiderAdvantage,Arizona,1120,Text,lv,Kamala Harris,DEM,54.42368468233806,A+,2024-11-05,2024-09-20,2024-10-09,yes
ActiVote,Arizona,564,App Panel,rv,Jill Stein,GRE,54.3839384087276,A+,2024-11-05,2024-09-08,2024-10-09,yes
InsiderAdvantage,Arizona,647,Text,lv,Jill Stein,GRE,50.08248864579441,B,2024-11-05,2024-10-06,2024-10-10,yes
YouGov,Ohio,1117,Online Panel,lv,Kamala Harris,DEM,45.0841574097401,A+,2024-11-05,2024-10-05,2024-10-09,no
YouGov,Arizona,430,Text,rv,Donald Trump,REP,61.318404524626864,B,2024-11-05,2024-09-05,2024-10-10,yes
InsiderAdvantage,Arizona,1177,Text,rv,Jill Stein,GRE,45.98071942041293,A+,2024-11-05,2024-09-23,2024-10-10,no
YouGov,Texas,1492,Online Panel,lv,Kamala Harris,DEM,45.23908425323703,B,2024-11-05,2024-09-23,2024-10-10,no
InsiderAdvantage,Pennsylvania,688,App Panel,rv,Jill Stein,GRE,50.52637153419616,B,2024-11-05,2024-10-06,2024-10-08,yes
ActiVote,Ohio,901,App Panel,rv,Kamala Harris,DEM,43.6670406849543,A+,2024-11-05,2024-09-28,2024-10-08,no
YouGov,Texas,904,Online Panel,lv,Jill Stein,GRE,53.116209421809806,C,2024-11-05,2024-10-06,2024-10-10,yes
InsiderAdvantage,Pennsylvania,459,Text,lv,Kamala Harris,DEM,52.71359570681844,C,2024-11-05,2024-09-13,2024-10-10,yes
InsiderAdvantage,Pennsylvania,928,Text,rv,Jill Stein,GRE,49.32964627436161,A,2024-11-05,2024-09-14,2024-10-10,no
ActiVote,Arizona,1216,Text,rv,Jill Stein,GRE,46.57319228824058,B,2024-11-05,2024-10-01,2024-10-10,no
InsiderAdvantage,Ohio,818,Text,lv,Donald Trump,REP,49.7896168211319,A,2024-11-05,2024-09-02,2024-10-09,no
ActiVote,Florida,951,Text,lv,Donald Trump,REP,56.3258345980319,B,2024-11-05,2024-10-04,2024-10-09,yes
YouGov,Pennsylvania,1485,App Panel,lv,Kamala Harris,DEM,42.90417918790939,A+,2024-11-05,2024-09-28,2024-10-09,no
YouGov,Florida,955,Online Panel,rv,Kamala Harris,DEM,40.83809333582735,C,2024-11-05,2024-09-14,2024-10-08,no
ActiVote,Ohio,1029,Online Panel,rv,Jill Stein,GRE,59.549587922247284,B,2024-11-05,2024-09-24,2024-10-08,yes
InsiderAdvantage,Ohio,754,Text,rv,Donald Trump,REP,57.466342153689,A+,2024-11-05,2024-09-15,2024-10-08,yes
YouGov,Florida,1122,Online Panel,rv,Kamala Harris,DEM,47.64572917736281,A+,2024-11-05,2024-09-21,2024-10-09,no
ActiVote,Ohio,406,Text,lv,Kamala Harris,DEM,50.72982722634257,A,2024-11-05,2024-09-18,2024-10-08,yes
InsiderAdvantage,Florida,908,Text,lv,Donald Trump,REP,49.50223781764379,A+,2024-11-05,2024-09-26,2024-10-10,no
ActiVote,Texas,1245,Online Panel,rv,Jill Stein,GRE,49.17049271579258,A,2024-11-05,2024-10-04,2024-10-09,no
YouGov,Arizona,1023,Online Panel,rv,Donald Trump,REP,55.20482359474052,A+,2024-11-05,2024-09-20,2024-10-09,yes
ActiVote,Arizona,1280,App Panel,rv,Kamala Harris,DEM,51.37901625819823,C,2024-11-05,2024-09-11,2024-10-10,yes
InsiderAdvantage,Florida,1460,Online Panel,rv,Kamala Harris,DEM,48.35782035291123,A+,2024-11-05,2024-09-25,2024-10-10,no
ActiVote,Pennsylvania,1422,Text,rv,Kamala Harris,DEM,52.06289190805771,A,2024-11-05,2024-09-25,2024-10-08,yes
YouGov,Pennsylvania,611,Text,rv,Kamala Harris,DEM,57.32419261410364,B,2024-11-05,2024-10-03,2024-10-10,yes
InsiderAdvantage,Pennsylvania,440,Text,rv,Jill Stein,GRE,40.131018358099524,A+,2024-11-05,2024-10-06,2024-10-10,no
YouGov,Florida,783,Text,lv,Jill Stein,GRE,43.171724162622716,B,2024-11-05,2024-09-22,2024-10-09,no
InsiderAdvantage,Ohio,1004,Text,rv,Jill Stein,GRE,49.51688333118311,A,2024-11-05,2024-10-06,2024-10-10,no
InsiderAdvantage,Texas,956,Text,lv,Kamala Harris,DEM,49.53990604733927,A+,2024-11-05,2024-09-12,2024-10-08,no
YouGov,Texas,799,App Panel,lv,Kamala Harris,DEM,47.51731282166564,A+,2024-11-05,2024-09-23,2024-10-08,no
YouGov,Florida,797,Online Panel,rv,Kamala Harris,DEM,63.26798214009773,A+,2024-11-05,2024-09-27,2024-10-09,yes
YouGov,Ohio,726,Text,lv,Kamala Harris,DEM,47.81449848190732,C,2024-11-05,2024-09-03,2024-10-10,no
InsiderAdvantage,Texas,1040,Online Panel,lv,Donald Trump,REP,51.078553879084275,A,2024-11-05,2024-09-25,2024-10-10,yes
ActiVote,Arizona,753,Online Panel,rv,Donald Trump,REP,55.807770685379964,A,2024-11-05,2024-09-09,2024-10-10,yes
YouGov,Pennsylvania,571,App Panel,rv,Jill Stein,GRE,47.12165843111979,A,2024-11-05,2024-09-06,2024-10-09,no
ActiVote,Ohio,1345,App Panel,rv,Jill Stein,GRE,53.73422025362996,A+,2024-11-05,2024-09-30,2024-10-10,yes
YouGov,Pennsylvania,1380,App Panel,rv,Kamala Harris,DEM,47.84166488567527,A+,2024-11-05,2024-09-01,2024-10-10,no
ActiVote,Texas,1412,Online Panel,rv,Kamala Harris,DEM,57.63293801020088,A,2024-11-05,2024-09-07,2024-10-08,yes
YouGov,Ohio,1039,Online Panel,lv,Jill Stein,GRE,50.71343922622902,C,2024-11-05,2024-09-29,2024-10-09,yes
YouGov,Arizona,1159,Online Panel,lv,Jill Stein,GRE,48.81646133620034,B,2024-11-05,2024-09-17,2024-10-10,no
ActiVote,Ohio,832,App Panel,lv,Kamala Harris,DEM,59.88732863343292,B,2024-11-05,2024-10-07,2024-10-10,yes
ActiVote,Florida,868,App Panel,rv,Kamala Harris,DEM,49.624692235406314,A,2024-11-05,2024-09-04,2024-10-10,no
ActiVote,Ohio,1465,App Panel,lv,Donald Trump,REP,55.834354727672064,A+,2024-11-05,2024-09-18,2024-10-10,yes
InsiderAdvantage,Florida,1458,Text,lv,Kamala Harris,DEM,56.142374982713,A,2024-11-05,2024-09-12,2024-10-10,yes
ActiVote,Texas,973,Online Panel,rv,Jill Stein,GRE,56.928251568757815,C,2024-11-05,2024-09-16,2024-10-10,yes
InsiderAdvantage,Florida,1222,Online Panel,lv,Kamala Harris,DEM,49.391582003882355,C,2024-11-05,2024-09-16,2024-10-08,no
YouGov,Ohio,1377,App Panel,lv,Kamala Harris,DEM,48.27796133004072,A+,2024-11-05,2024-09-12,2024-10-09,no
ActiVote,Pennsylvania,779,Text,lv,Kamala Harris,DEM,42.06600189395254,A,2024-11-05,2024-10-02,2024-10-08,no
YouGov,Florida,1322,Online Panel,rv,Jill Stein,GRE,46.28693496315505,C,2024-11-05,2024-09-21,2024-10-10,no
ActiVote,Florida,1121,App Panel,rv,Kamala Harris,DEM,53.81178074750722,C,2024-11-05,2024-09-14,2024-10-09,yes
InsiderAdvantage,Florida,1107,App Panel,rv,Jill Stein,GRE,49.54935122309249,A,2024-11-05,2024-09-10,2024-10-09,no
InsiderAdvantage,Pennsylvania,834,Online Panel,lv,Donald Trump,REP,48.23726061236265,C,2024-11-05,2024-09-14,2024-10-09,no
YouGov,Florida,774,Text,lv,Kamala Harris,DEM,50.69008640254805,A+,2024-11-05,2024-09-11,2024-10-08,yes
ActiVote,Texas,932,Online Panel,rv,Kamala Harris,DEM,57.30646696561751,A+,2024-11-05,2024-09-21,2024-10-08,yes
ActiVote,Texas,1089,App Panel,lv,Kamala Harris,DEM,47.108344642613325,C,2024-11-05,2024-09-14,2024-10-10,no
InsiderAdvantage,Pennsylvania,881,Online Panel,lv,Donald Trump,REP,50.821458031988804,A+,2024-11-05,2024-09-20,2024-10-10,yes
YouGov,Arizona,787,Text,rv,Kamala Harris,DEM,49.38746549487778,A+,2024-11-05,2024-09-20,2024-10-10,no
YouGov,Texas,761,Text,lv,Jill Stein,GRE,47.76704352011859,A,2024-11-05,2024-09-02,2024-10-08,no
YouGov,Ohio,814,App Panel,rv,Kamala Harris,DEM,58.693708885109224,B,2024-11-05,2024-10-07,2024-10-08,yes
YouGov,Ohio,1152,Online Panel,rv,Donald Trump,REP,43.40712370131729,A+,2024-11-05,2024-09-22,2024-10-10,no
InsiderAdvantage,Ohio,1015,Text,rv,Donald Trump,REP,54.75323604221001,B,2024-11-05,2024-09-27,2024-10-08,yes
ActiVote,Arizona,1332,Online Panel,rv,Donald Trump,REP,59.141550217470915,A+,2024-11-05,2024-09-17,2024-10-08,yes
ActiVote,Arizona,1048,Text,lv,Donald Trump,REP,45.09600994631957,C,2024-11-05,2024-09-22,2024-10-09,no
YouGov,Ohio,673,Text,rv,Jill Stein,GRE,48.41103211994741,A+,2024-11-05,2024-09-05,2024-10-08,no
InsiderAdvantage,Florida,884,Online Panel,rv,Kamala Harris,DEM,46.53904399317187,C,2024-11-05,2024-09-26,2024-10-09,no
InsiderAdvantage,Pennsylvania,525,Online Panel,lv,Jill Stein,GRE,49.500589863028445,C,2024-11-05,2024-09-25,2024-10-09,no
InsiderAdvantage,Pennsylvania,1189,Text,lv,Jill Stein,GRE,55.804103376234046,A+,2024-11-05,2024-09-11,2024-10-08,yes
ActiVote,Pennsylvania,780,Online Panel,lv,Kamala Harris,DEM,50.18474854295372,B,2024-11-05,2024-09-24,2024-10-08,yes
InsiderAdvantage,Florida,1012,Online Panel,rv,Jill Stein,GRE,52.2170894434838,B,2024-11-05,2024-09-15,2024-10-08,yes
InsiderAdvantage,Pennsylvania,1430,Online Panel,rv,Donald Trump,REP,56.02434272148077,B,2024-11-05,2024-09-08,2024-10-10,yes
